Nro_Veces_cob;Estado_Credit;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Estatus;Activación;Tipo_contacto;Cod_cliente;Mora
<=10;0;<=24;Marzo;845.1;1132;0;3/03/2014;9;TELF. NO CORRESPONDE;1423.04;BT;2012;CNE;C05949;1
<=10;0;<=24;Marzo;1002.99;1002.99;0;18/03/2014;9;TELF. NO CORRESPONDE;1004.07;BT;2013;CNE;C05950;1
<=10;0;<24, 48];Marzo;602.57;804.74;0;25/03/2014;9;MCT  Msj Con Terceros;4519.04;BT;2013;CNE;C05951;1
<=10;0;<24, 48];Marzo;1028.92;0;0;21/03/2014;8;MCF  Msj Con Familiar;10635;BT;2013;CNE;C05954;1
<=10;1;<24, 48];Marzo;756.81;418.22;0;11/03/2014;13;MCT  Msj Con Terceros;17530.4;BT;2013;CNE;C05955;0
<=10;0;<24, 48];Marzo;803.68;1077.2;0;21/03/2014;12;TELF. NO CORRESPONDE;4274.6;BT;2012;CNE;C05956;1
<=10;0;<=24;Marzo;491.27;0;0;7/03/2014;15;MCT  Msj Con Terceros;981.26;BT;2013;CNE;C05957;0
<=10;0;>48;Marzo;320.45;320.45;0;27/03/2014;10;MCT  Msj Con Terceros;10680.6;BT;2013;CNE;C05958;0
<=10;0;<24, 48];Marzo;596.45;508.21;0;10/03/2014;8;TELF. NO CORRESPONDE;13986.1;BT;2013;CNE;C05959;0
<=10;1;>48;Marzo;636.4;636.78;0;21/03/2014;16;PDP  Promesa De Pago;16304.2;BT;2013;CEF;C05961;0
<=10;0;>48;Marzo;455.18;455.18;916.51;21/03/2014;16;TAT  Tratamiento al Titu;17825;BT;2012;CEF;C05963;0
<=10;0;<24, 48];Marzo;107.43;0;0;6/03/2014;16;PDP  Promesa De Pago;12574.8;BT;2013;CEF;C05964;0
<=10;0;<24, 48];Marzo;324.84;326.51;330.79;19/03/2014;11;MCT  Msj Con Terceros;9973.14;BT;2013;CNE;C05965;0
<=10;0;<=24;Marzo;291.99;588.67;0;28/03/2014;15;MCT  Msj Con Terceros;3801.62;BT;2013;CNE;C05966;0
<=10;0;<24, 48];Marzo;214.9;0;0;19/03/2014;9;TELF. NO CORRESPONDE;4052.67;BT;2012;CNE;C05967;0
<=10;0;<24, 48];Marzo;280.08;281.89;277.83;13/03/2014;15;TELF. NO CORRESPONDE;6986.26;BT;2013;CNE;C05969;0
<=10;0;<24, 48];Marzo;190.38;424.08;0;31/03/2014;18;PDP  Promesa De Pago;5181.11;BT;2013;CEF;C05972;0
<=10;0;<24, 48];Marzo;1114.64;1114.64;0;27/03/2014;19;TELF. NO CORRESPONDE;9507.82;BT;2013;CNE;C05973;1
<=10;0;<24, 48];Marzo;726.5;726.5;0;24/03/2014;19;TAT  Tratamiento al Titu;5932.91;BT;2012;CEF;C05974;1
<=10;0;<24, 48];Marzo;635.24;0;0;4/03/2014;11;TELF. NO CORRESPONDE;30195.9;BT;2013;CNE;C05976;0
>10;0;<24, 48];Marzo;664.04;650.16;0;20/03/2014;20;MCT  Msj Con Terceros;19361.2;BT;2013;CNE;C05977;0
<=10;0;<24, 48];Marzo;440.75;882.95;0;21/03/2014;11;MCT  Msj Con Terceros;11312.3;BT;2013;CNE;C05978;0
<=10;0;<24, 48];Marzo;48.35;59.16;0;17/03/2014;7;MCT  Msj Con Terceros;882.68;BT;2013;CNE;C05979;0
<=10;0;<24, 48];Marzo;377.27;0;0;28/03/2014;14;MCT  Msj Con Terceros;8267.01;BT;2012;CNE;C05980;0
>10;0;<24, 48];Marzo;532.93;0;0;20/03/2014;9;MCT  Msj Con Terceros;10770.5;BT;2012;CNE;C05981;0
>10;0;<24, 48];Marzo;119.19;242.33;366.04;10/03/2014;15;TELF. NO CORRESPONDE;1450.53;BT;2012;CNE;C05982;0
<=10;0;>48;Marzo;805.59;0;0;3/03/2014;10;MCT  Msj Con Terceros;11705.5;BT;2013;CNE;C05984;0
<=10;0;<24, 48];Marzo;415.26;837;0;4/03/2014;16;PDP  Promesa De Pago;8407.95;BT;2013;CEF;C05985;0
<=10;0;<24, 48];Marzo;471.36;0;0;4/03/2014;16;MCF  Msj Con Familiar;8757.95;BT;2012;CNE;C05986;0
<=10;0;<=24;Marzo;179.16;97.56;0;13/03/2014;16;TELF. NO CORRESPONDE;2371.75;BT;2013;CNE;C05987;0
<=10;0;<24, 48];Marzo;321.97;1.42;0;14/03/2014;11;PDP  Promesa De Pago;4396.99;BT;2012;CEF;C05988;0
<=10;0;<24, 48];Marzo;687.61;687.61;0;17/03/2014;12;MCT  Msj Con Terceros;679.59;BT;2011;CNE;C05991;1
>10;0;<24, 48];Marzo;593.68;602.22;599.28;6/03/2014;17;RPP  Recordar Promesa;7249.98;BT;2012;CEF;C05993;0
<=10;0;>48;Marzo;196.85;0;0;4/03/2014;15;PDP  Promesa De Pago;21077;BT;2013;CEF;C05994;0
>10;0;>48;Marzo;501.06;493.27;498.54;20/03/2014;10;MCT  Msj Con Terceros;5607.06;BT;2011;CNE;C05995;0
<=10;0;<24, 48];Marzo;258.63;259.43;0;13/03/2014;12;MCT  Msj Con Terceros;4886.05;BT;2013;CNE;C05996;0
<=10;1;>48;Marzo;711.4;981.14;0;14/03/2014;17;MCT  Msj Con Terceros;7059.9;BT;2013;CNE;C05997;1
<=10;0;<=24;Marzo;75.11;31.89;0;4/03/2014;13;MCT  Msj Con Terceros;4134.72;BT;2013;CNE;C05999;0
<=10;1;<24, 48];Marzo;1983.99;0;0;24/03/2014;10;MCF  Msj Con Familiar;17566.6;BT;2012;CNE;C06001;1
<=10;0;<24, 48];Marzo;253.65;0;0;17/03/2014;11;MCF  Msj Con Familiar;4216.69;BT;2013;CNE;C06002;0
>10;1;<24, 48];Marzo;488.02;487.56;45.38;25/03/2014;13;TELF. NO CORRESPONDE;7769.74;BT;2012;CNE;C06004;1
<=10;0;<24, 48];Marzo;314.38;317.47;314.79;31/03/2014;7;MCT  Msj Con Terceros;5273.52;BT;2013;CNE;C06005;0
<=10;0;<24, 48];Marzo;64.5;11.32;0;4/03/2014;10;PDP  Promesa De Pago;7197.36;BT;2013;CEF;C06007;0
<=10;0;<24, 48];Marzo;753.81;1512.15;0;31/03/2014;9;MCT  Msj Con Terceros;23106;BT;2014;CNE;C06008;0
>10;0;<24, 48];Marzo;205.81;421.43;638.95;10/03/2014;10;MCT  Msj Con Terceros;3036.24;BT;2012;CNE;C06009;0
>10;0;<24, 48];Marzo;179.04;279.78;0;7/03/2014;7;PDP  Promesa De Pago;4592.18;BT;2013;CEF;C06010;0
<=10;0;<=24;Marzo;563.35;579.47;0;24/03/2014;10;MCT  Msj Con Terceros;553.28;BT;2012;CNE;C06011;1
<=10;0;<=24;Marzo;227.15;227.15;687.4;26/03/2014;8;TAT  Tratamiento al Titu;1968.62;BT;2013;CEF;C06014;0
>10;0;<24, 48];Marzo;470.06;0;0;4/03/2014;14;PDP  Promesa De Pago;7586.57;BT;2011;CEF;C06015;0
<=10;0;<=24;Marzo;179.21;197.51;333.18;14/03/2014;7;TELF. NO CORRESPONDE;4787.87;BT;2013;CNE;C06017;0
>10;0;<24, 48];Marzo;350.37;355.75;0;7/03/2014;14;MCT  Msj Con Terceros;3665.56;BT;2012;CNE;C06018;0
<=10;0;>48;Marzo;194.83;172.31;727.41;12/03/2014;17;MCT  Msj Con Terceros;18744.1;BT;2013;CNE;C06021;0
<=10;0;<24, 48];Marzo;453.68;454.23;0;6/03/2014;8;PDP  Promesa De Pago;8562;BT;2013;CEF;C06022;0
>10;0;<24, 48];Marzo;365.54;0;0;5/03/2014;9;TELF. NO CORRESPONDE;3038.08;BT;2011;CNE;C06025;1
>10;0;<24, 48];Marzo;637.12;857.21;0;25/03/2014;11;TELF. NO CORRESPONDE;3690.44;BT;2012;CNE;C06026;1
<=10;0;<24, 48];Marzo;303.92;498.39;0;20/03/2014;10;TELF. NO CORRESPONDE;2868.98;BT;2011;CNE;C06029;1
<=10;0;<24, 48];Marzo;428.66;429.75;0;28/03/2014;8;MCT  Msj Con Terceros;11555.8;BT;2013;CNE;C06033;0
<=10;0;<24, 48];Marzo;308.53;617.3;0;31/03/2014;14;TELF. NO CORRESPONDE;5406.21;BT;2013;CNE;C06036;0
<=10;0;>48;Marzo;239.9;361.69;0;27/03/2014;15;CAN  Cliente Cancelo;3338.83;BT;2013;CNE;C06037;0
<=10;0;<24, 48];Marzo;145.64;145.62;0;6/03/2014;12;MCF  Msj Con Familiar;1581.6;BT;2012;CNE;C06038;0
<=10;0;<24, 48];Marzo;482.71;727.31;0;7/03/2014;10;MCF  Msj Con Familiar;4954.39;BT;2013;CNE;C06039;1
<=10;0;<24, 48];Marzo;352.92;157.77;229.73;11/03/2014;7;MCT  Msj Con Terceros;7947.16;BT;2012;CNE;C06040;0
<=10;0;<24, 48];Marzo;531.98;0;0;20/03/2014;9;PDP  Promesa De Pago;14600.4;BT;2013;CEF;C06041;0
<=10;0;<24, 48];Marzo;851.23;851.23;376.25;24/03/2014;9;MCF  Msj Con Familiar;15250.6;BT;2012;CNE;C06045;0
>10;0;<24, 48];Marzo;198.54;192.71;0;4/03/2014;15;MCF  Msj Con Familiar;4057.08;BT;2012;CNE;C06048;0
<=10;0;<24, 48];Marzo;667.33;0;670.95;24/03/2014;11;TAT  Tratamiento al Titu;17821.5;BT;2013;CEF;C06049;0
<=10;0;<=24;Marzo;546.49;825.88;0;27/03/2014;9;TELF. NO CORRESPONDE;3846.09;BT;2013;CNE;C06050;1
<=10;0;>48;Marzo;349.19;700.06;0;20/03/2014;11;MCT  Msj Con Terceros;5862.32;BT;2011;CNE;C06051;0
>10;0;<24, 48];Marzo;170.41;0;0;7/03/2014;10;PDP  Promesa De Pago;12601.9;BT;2011;CEF;C06057;0
>10;0;<24, 48];Marzo;143.65;0;0;20/03/2014;7;PDP  Promesa De Pago;2585.15;BT;2012;CEF;C06058;0
<=10;0;<24, 48];Marzo;259.6;0;0;19/03/2014;14;MCF  Msj Con Familiar;4774.4;BT;2013;CNE;C06059;0
>10;0;<24, 48];Marzo;790.33;0;0;4/03/2014;9;PDP  Promesa De Pago;18987.5;BT;2012;CEF;C06060;0
>10;0;<24, 48];Marzo;945.86;946.49;0;14/03/2014;20;MCF  Msj Con Familiar;19319.2;BT;2012;CNE;C06062;0
>10;0;<24, 48];Marzo;379.42;1283.5;0;27/03/2014;7;MCT  Msj Con Terceros;6788.37;BT;2011;CNE;C06063;0
<=10;0;<24, 48];Marzo;253.43;253.43;115.57;5/03/2014;9;TELF. NO CORRESPONDE;6664.68;BT;2013;CNE;C06064;0
<=10;0;>48;Marzo;2957.77;3959.58;0;28/03/2014;13;MCT  Msj Con Terceros;26918.7;BT;2012;CNE;C06065;1
>10;0;<24, 48];Marzo;312.63;316.07;0;4/03/2014;7;TELF. NO CORRESPONDE;1304.26;BT;2011;CNE;C06066;0
<=10;0;<=24;Marzo;329.04;660.37;994.42;17/03/2014;19;MCT  Msj Con Terceros;4687.95;BT;2013;CNE;C06067;0
<=10;0;<24, 48];Marzo;297.84;429.04;0;27/03/2014;13;MCT  Msj Con Terceros;2431.56;BT;2013;CNE;C06068;1
<=10;0;>48;Marzo;98.21;98.21;536.08;26/03/2014;17;MCT  Msj Con Terceros;5361.45;BT;2013;CNE;C06069;0
<=10;0;<24, 48];Marzo;4419.14;5909.18;0;10/03/2014;7;MCO  Msj Con Conyuge;44880.3;BT;2013;CEF;C06070;1
<=10;0;<24, 48];Marzo;302.9;301.49;300.05;11/03/2014;16;MCT  Msj Con Terceros;10432.9;BT;2013;CNE;C06071;0
>10;0;<24, 48];Marzo;597.85;199.28;593.41;4/03/2014;12;MCF  Msj Con Familiar;13588.9;BT;2012;CNE;C06072;0
<=10;0;<24, 48];Marzo;272.76;180.01;284.99;19/03/2014;8;MCF  Msj Con Familiar;7466.45;BT;2013;CNE;C06073;0
>10;0;<24, 48];Marzo;220.81;234.77;0;6/03/2014;15;MCT  Msj Con Terceros;1522.28;BT;2011;CNE;C06075;0
<=10;0;<24, 48];Marzo;372.53;0;0;7/03/2014;10;PDP  Promesa De Pago;8179.4;BT;2012;CEF;C06076;0
<=10;0;>48;Marzo;42.22;1027.21;0;26/03/2014;9;MCT  Msj Con Terceros;28983.8;BT;2012;CNE;C06077;0
<=10;0;<24, 48];Marzo;130.93;485.06;0;24/03/2014;18;RPP  Recordar Promesa;8520.51;BT;2013;CEF;C06078;0
<=10;0;<24, 48];Marzo;323.86;90.39;282.98;12/03/2014;16;TELF. NO CORRESPONDE;6674.49;BT;2013;CNE;C06079;1
<=10;0;<24, 48];Marzo;260.53;32.17;287.73;21/03/2014;8;MCT  Msj Con Terceros;5454.61;BT;2013;CNE;C06080;0
<=10;0;<24, 48];Marzo;501.06;503.53;0;4/03/2014;11;PDP  Promesa De Pago;6588.9;BT;2012;CEF;C06081;0
>10;0;<24, 48];Marzo;213.12;213.24;211.22;7/03/2014;12;TELF. NO CORRESPONDE;4036.13;BT;2013;CNE;C06082;0
>10;0;<24, 48];Marzo;67.11;60.22;0;11/03/2014;7;MCT  Msj Con Terceros;3581.33;BT;2013;CNE;C06083;0
<=10;0;<24, 48];Marzo;686.16;94.39;693.59;6/03/2014;19;MCT  Msj Con Terceros;20417.3;BT;2013;CNE;C06084;0
<=10;0;>48;Marzo;692.48;0;0;4/03/2014;11;MCO  Msj Con Conyuge;26100.3;BT;2013;CEF;C06085;0
<=10;0;<24, 48];Marzo;395.82;0;0;5/03/2014;7;PDP  Promesa De Pago;10586.6;BT;2012;CEF;C06086;0
<=10;0;<24, 48];Marzo;1627.94;1103.15;0;17/03/2014;15;TAT  Tratamiento al Titu;16213.6;BT;2013;CEF;C06087;1
>10;0;>48;Marzo;1528.81;2264.14;0;19/03/2014;7;TELF. NO CORRESPONDE;45696.1;BT;2012;CNE;C06088;1
<=10;0;<24, 48];Marzo;266.16;16.16;0;28/03/2014;9;PDP  Promesa De Pago;3907.76;BT;2012;CEF;C06089;1
<=10;0;<=24;Marzo;617.49;0;0;20/03/2014;7;TAT  Tratamiento al Titu;616.82;BT;2014;CEF;C06091;0
>10;0;<24, 48];Marzo;592.75;394.37;592.64;21/03/2014;15;MCS  Msj Con Secretaria;1203.61;BT;2011;CNE;C06092;1
<=10;0;<24, 48];Marzo;554.76;750.88;0;31/03/2014;20;MCT  Msj Con Terceros;3607.78;BT;2012;CNE;C06093;1
<=10;0;<=24;Marzo;757.77;1146.16;1538.32;27/03/2014;7;CIH  Generar Cita;4411.18;BT;2013;CNE;C06096;1
<=10;1;<24, 48];Marzo;1030.56;0;0;6/03/2014;20;MCV  Msj Con Vecino;9852;BT;2013;CNE;C06099;1
<=10;0;>48;Marzo;260.12;229.92;0;20/03/2014;11;PAR  Promesa Parcial;23553.1;BT;2013;CEF;C06100;1
>10;0;<24, 48];Marzo;963.52;0;0;6/03/2014;7;MCF  Msj Con Familiar;5517;BT;2012;CNE;C06101;1
<=10;1;<24, 48];Marzo;328.26;329.77;659.91;17/03/2014;10;MCF  Msj Con Familiar;5576.38;BT;2012;CNE;C06102;0
<=10;0;<=24;Marzo;136.84;93.17;186.48;5/03/2014;12;MCT  Msj Con Terceros;1566.39;BT;2013;CNE;C06106;0
<=10;0;<24, 48];Marzo;571.5;0.59;572.16;6/03/2014;11;PDP  Promesa De Pago;16483.8;BT;2013;CEF;C06107;0
<=10;0;<24, 48];Marzo;104.14;386.75;0;31/03/2014;18;TELF. NO CORRESPONDE;1946.26;BT;2012;CNE;C06109;0
<=10;0;>48;Marzo;1996.81;2669.32;0;3/03/2014;17;TELF. NO CORRESPONDE;16561.6;BT;2013;CNE;C06110;1
>10;0;<24, 48];Marzo;381.47;0.67;0;6/03/2014;9;MCT  Msj Con Terceros;6170.5;BT;2012;CNE;C06111;0
<=10;0;<24, 48];Marzo;832.68;1112.35;0;21/03/2014;12;MCF  Msj Con Familiar;6719.37;BT;2013;CNE;C06112;1
<=10;0;<24, 48];Marzo;1108.02;0;0;12/03/2014;12;TELF. NO CORRESPONDE;1919.17;BT;2013;CNE;C06113;1
<=10;0;>48;Marzo;131.24;130.2;133.45;28/03/2014;10;PDP  Promesa De Pago;3001.19;BT;2013;CEF;C06114;0
>10;0;<24, 48];Marzo;202.99;213.05;0;7/03/2014;9;MCT  Msj Con Terceros;1544.91;BT;2011;CNE;C06115;0
<=10;0;>48;Marzo;319.37;0;0;5/03/2014;10;MCO  Msj Con Conyuge;9492.56;BT;2013;CEF;C06118;0
<=10;0;<24, 48];Marzo;69.48;63.7;0;6/03/2014;12;CIH  Generar Cita;13888;BT;2012;CNE;C06119;0
>10;0;<24, 48];Marzo;296.22;96.95;0;31/03/2014;9;MCT  Msj Con Terceros;2306.02;BT;2011;CNE;C06120;0
<=10;0;<24, 48];Marzo;192.16;0;26.3;17/03/2014;11;TELF. NO CORRESPONDE;13595.3;BT;2013;CNE;C06123;0
>10;0;<24, 48];Marzo;216.84;217.06;0;21/03/2014;17;MCF  Msj Con Familiar;3126.35;BT;2012;CNE;C06124;0
>10;0;<24, 48];Marzo;175.21;351.24;528.72;31/03/2014;9;MCT  Msj Con Terceros;2848.26;BT;2012;CNE;C06125;0
<=10;0;<24, 48];Marzo;81.89;0;41.79;17/03/2014;13;TELF. NO CORRESPONDE;3875.24;BT;2012;CNE;C06126;0
<=10;0;<24, 48];Marzo;503.14;606.51;603.76;18/03/2014;13;TELF. NO CORRESPONDE;13906.9;BT;2013;CNE;C06127;0
>10;0;>48;Marzo;367.3;363.64;0;21/03/2014;12;PDP  Promesa De Pago;6514.47;BT;2011;CEF;C06128;0
<=10;0;<24, 48];Marzo;118.59;118.59;0;28/03/2014;13;TELF. NO CORRESPONDE;5841.09;BT;2013;CNE;C06129;0
<=10;0;<24, 48];Marzo;252.27;578.66;0;5/03/2014;8;MCF  Msj Con Familiar;4708.07;BT;2012;CNE;C06131;0
<=10;0;<24, 48];Marzo;936.71;936.71;0;18/03/2014;12;TELF. NO CORRESPONDE;4504.31;BT;2012;CNE;C06137;1
<=10;0;<=24;Marzo;373.78;37.05;0;28/03/2014;9;PDP  Promesa De Pago;1434.57;BT;2013;CEF;C06138;1
<=10;0;<24, 48];Marzo;1262.26;0;0;11/03/2014;14;MCT  Msj Con Terceros;17398.1;BT;2013;CNE;C06139;0
<=10;0;>48;Marzo;282.81;0;0;17/03/2014;19;PDP  Promesa De Pago;7126.64;BT;2012;CEF;C06140;0
<=10;0;>48;Marzo;536.53;1073.25;0;11/03/2014;14;MCT  Msj Con Terceros;13634.7;BT;2013;CNE;C06141;0
<=10;1;<24, 48];Marzo;181.52;188;0;28/03/2014;11;TELF. NO CORRESPONDE;2869.12;BT;2012;CNE;C06142;0
>10;0;<24, 48];Marzo;235.23;233.62;0;5/03/2014;10;MCF  Msj Con Familiar;1137.83;BT;2011;CNE;C06143;0
<=10;0;>48;Marzo;44.43;0;0;19/03/2014;8;MCT  Msj Con Terceros;4138.72;BT;2013;CNE;C06145;0
<=10;0;<=24;Marzo;394.55;0;0;5/03/2014;11;MCO  Msj Con Conyuge;1532.46;BT;2013;CEF;C06146;1
>10;0;<24, 48];Marzo;303.13;154.82;0;6/03/2014;9;MCT  Msj Con Terceros;1895.62;BT;2011;CNE;C06147;0
<=10;0;<24, 48];Marzo;222.72;195.8;0;7/03/2014;11;TELF. NO CORRESPONDE;4711.12;BT;2013;CNE;C06148;0
<=10;0;<24, 48];Marzo;227.42;225.44;0;21/03/2014;12;MCT  Msj Con Terceros;3740.49;BT;2012;CNE;C06149;0
<=10;0;>48;Marzo;373.53;749.75;0;24/03/2014;16;TELF. NO CORRESPONDE;5633.02;BT;2011;CNE;C06150;0
<=10;0;<24, 48];Marzo;149.96;0;0;5/03/2014;10;MCT  Msj Con Terceros;2681.47;BT;2013;CNE;C06151;0
<=10;0;<24, 48];Marzo;396.88;0;0;5/03/2014;7;PDP  Promesa De Pago;11533.1;BT;2013;CEF;C06152;0
>10;0;<24, 48];Marzo;628.79;840.61;0;26/03/2014;18;MCF  Msj Con Familiar;1190.85;BT;2011;CNE;C06153;1
<=10;0;<24, 48];Marzo;278.59;0;0;20/03/2014;7;PDP  Promesa De Pago;5469.5;BT;2013;CEF;C06154;0
<=10;0;>48;Marzo;1017.76;1017.76;0;31/03/2014;11;TELF. NO CORRESPONDE;13961.3;BT;2014;CNE;C06155;0
>10;0;>48;Marzo;466.65;470.07;0;27/03/2014;13;TELF. NO CORRESPONDE;10890.6;BT;2012;CNE;C06157;0
<=10;0;<=24;Marzo;72.08;0;0;11/03/2014;12;TELF. NO CORRESPONDE;2451.38;BT;2013;CNE;C06158;0
<=10;0;>48;Marzo;915.77;0;915.62;4/03/2014;9;PDP  Promesa De Pago;29410.3;BT;2013;CEF;C06159;0
>10;0;<=24;Marzo;543.61;11.27;0;28/03/2014;14;PDP  Promesa De Pago;1478.5;BT;2012;CEF;C06160;0
>10;0;<24, 48];Marzo;205.66;0;0;5/03/2014;8;MCT  Msj Con Terceros;8407.47;BT;2012;CNE;C06161;0
<=10;0;>48;Marzo;345.06;715.73;0;28/03/2014;15;TELF. NO CORRESPONDE;9091.17;BT;2013;CNE;C06162;0
>10;0;<24, 48];Marzo;267.98;268.56;237.15;21/03/2014;11;CIH  Generar Cita;2778.54;BT;2012;CNE;C06163;0
<=10;0;<24, 48];Marzo;242.28;0;0;6/03/2014;13;MCT  Msj Con Terceros;6116.14;BT;2013;CNE;C06164;0
<=10;0;<24, 48];Marzo;407.93;390.52;418.28;19/03/2014;19;PDP  Promesa De Pago;11455.6;BT;2013;CEF;C06166;0
>10;0;<24, 48];Marzo;667.09;1220.55;1299.02;25/03/2014;13;TELF. NO CORRESPONDE;9608.22;BT;2012;CNE;C06167;0
<=10;0;>48;Marzo;936.14;1412.38;0;26/03/2014;19;MCT  Msj Con Terceros;11272.9;BT;2013;CNE;C06168;1
>10;0;>48;Marzo;552.31;831.6;1114;26/03/2014;12;TELF. NO CORRESPONDE;6666.45;BT;2012;CNE;C06170;0
<=10;0;<=24;Marzo;105.87;9.41;39.08;7/03/2014;10;TELF. NO CORRESPONDE;1944.69;BT;2013;CNE;C06171;0
<=10;0;<=24;Marzo;1673.89;0;0;14/03/2014;11;MCT  Msj Con Terceros;3677.17;BT;2012;CNE;C06173;1
>10;0;<24, 48];Marzo;229.44;230.02;0.32;4/03/2014;16;PDP  Promesa De Pago;2679.21;BT;2012;CEF;C06174;0
<=10;0;<24, 48];Marzo;245.76;245.99;0;7/03/2014;18;MCT  Msj Con Terceros;5728.8;BT;2013;CNE;C06175;0
>10;0;<24, 48];Marzo;303.87;0;0;5/03/2014;17;MCT  Msj Con Terceros;2151.78;BT;2011;CNE;C06176;0
<=10;0;<24, 48];Marzo;96.15;0;0;4/03/2014;12;PDP  Promesa De Pago;3029.89;BT;2013;CEF;C06177;0
<=10;0;<=24;Marzo;116.22;0;0;25/03/2014;16;TAT  Tratamiento al Titu;1769.65;BT;2013;CEF;C06178;0
<=10;0;<24, 48];Marzo;748.35;749.26;0;4/03/2014;9;MCT  Msj Con Terceros;16644.9;BT;2013;CNE;C06179;0
<=10;0;>48;Marzo;1146.83;0;0;11/03/2014;13;TAT  Tratamiento al Titu;18257.3;BT;2013;CEF;C06180;1
<=10;0;<=24;Marzo;810.91;1086.96;0;12/03/2014;15;CIH  Generar Cita;2686.76;BT;2013;CNE;C06181;1
>10;0;<24, 48];Marzo;759.93;0;0;14/03/2014;14;TELF. NO CORRESPONDE;1413.33;BT;2011;CNE;C06182;1
<=10;0;<=24;Marzo;346.02;0;0;21/03/2014;20;TELF. NO CORRESPONDE;1669.75;BT;2013;CNE;C06183;0
>10;0;<24, 48];Marzo;307.83;307.95;0;4/03/2014;14;MCT  Msj Con Terceros;4235.46;BT;2012;CNE;C06184;0
<=10;0;<=24;Marzo;825.8;839.63;846.76;21/03/2014;14;TELF. NO CORRESPONDE;815.99;BT;2014;CNE;C06185;1
<=10;0;<24, 48];Marzo;218.73;0;218.03;17/03/2014;18;CAN  Cliente Cancelo;4097.5;BT;2013;CNE;C06187;0
<=10;0;<=24;Marzo;215.14;207.47;0;10/03/2014;15;PDP  Promesa De Pago;2546.5;BT;2013;CEF;C06188;0
<=10;0;<24, 48];Marzo;68.38;28.95;45.33;6/03/2014;9;MCF  Msj Con Familiar;2033.85;BT;2012;CNE;C06190;0
>10;0;<24, 48];Marzo;706.58;645.81;887.29;18/03/2014;12;MCE  Msj Con Empleada;2775.56;BT;2011;CNE;C06194;1
<=10;0;<24, 48];Marzo;295.27;450.55;450.55;3/03/2014;20;TELF. NO CORRESPONDE;1885.06;BT;2013;CNE;C06195;0
<=10;0;<24, 48];Marzo;54.9;0;0;7/03/2014;7;MCF  Msj Con Familiar;4929.16;BT;2013;CNE;C06199;0
>10;0;>48;Marzo;1230.09;1851.57;0;17/03/2014;8;MCT  Msj Con Terceros;14861.6;BT;2012;CNE;C06200;1
<=10;0;<24, 48];Marzo;135.42;134.45;310.56;11/03/2014;8;MCV  Msj Con Vecino;3379.87;BT;2013;CNE;C06201;0
<=10;0;<=24;Marzo;711.98;444.48;66.52;26/03/2014;9;MCT  Msj Con Terceros;6426.72;BT;2013;CNE;C06202;0
>10;0;<24, 48];Marzo;1568.83;2097.26;0;13/03/2014;14;MCT  Msj Con Terceros;5933.26;BT;2010;CNE;C06203;1
<=10;0;<=24;Marzo;241.12;510.53;783.16;26/03/2014;19;MCF  Msj Con Familiar;2503.64;BT;2013;CNE;C06204;0
<=10;0;<=24;Marzo;203.81;309.64;506.96;17/03/2014;10;PAR  Promesa Parcial;2438.01;BT;2013;CEF;C06206;1
<=10;0;<24, 48];Marzo;293.73;294.41;0;13/03/2014;13;MCT  Msj Con Terceros;5076.24;BT;2013;CNE;C06207;0
<=10;0;<=24;Marzo;228.24;228.24;0;25/03/2014;17;MCT  Msj Con Terceros;1957.11;BT;2013;CNE;C06208;0
<=10;0;<24, 48];Marzo;1861.31;0;0;24/03/2014;7;TELF. NO CORRESPONDE;38098.6;BT;2013;CNE;C06209;1
<=10;0;<24, 48];Marzo;339.73;337.04;336.59;24/03/2014;9;TELF. NO CORRESPONDE;8197.58;BT;2013;CNE;C06211;0
<=10;0;<24, 48];Marzo;932.41;1407.42;0;18/03/2014;14;MCT  Msj Con Terceros;10869.6;BT;2012;CNE;C06212;1
>10;0;<24, 48];Marzo;30.62;258.87;490.03;31/03/2014;13;MCT  Msj Con Terceros;3207.02;BT;2012;CNE;C06213;0
<=10;0;>48;Marzo;390.34;390.34;0;14/03/2014;11;MCT  Msj Con Terceros;9973.81;BT;2013;CNE;C06214;0
<=10;0;<24, 48];Marzo;530.45;797.93;797.93;27/03/2014;13;MCF  Msj Con Familiar;5647.98;BT;2013;CNE;C06215;0
<=10;0;<24, 48];Marzo;388.24;74.49;384.15;12/03/2014;19;PDP  Promesa De Pago;7896.1;BT;2013;CEF;C06217;0
<=10;0;<=24;Marzo;357.01;0;0;11/03/2014;16;MCF  Msj Con Familiar;6662.68;BT;2013;CNE;C06218;0
<=10;0;<24, 48];Marzo;169.54;169.54;314.24;27/03/2014;17;MCT  Msj Con Terceros;7974.39;BT;2013;CNE;C06222;0
>10;0;<24, 48];Marzo;777.02;392.58;0;26/03/2014;18;MCT  Msj Con Terceros;3292;BT;2011;CNE;C06223;1
<=10;0;>48;Marzo;341.73;926.9;0;13/03/2014;9;TELF. NO CORRESPONDE;34703.4;BT;2013;CNE;C06224;0
<=10;0;<=24;Marzo;185.92;185.92;560.73;17/03/2014;11;MCT  Msj Con Terceros;2309.35;BT;2013;CNE;C06225;0
