ID.Cliente;Genero;Mayor65años;Socio;Dependientes;pemanencia;PhoneService;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No servicio Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;Churn
6999-CHVCF;Masculino;0;No;No;68;Si;Si;Fibra Optica;Si;Si;Si;No;No;Si;Dos años;Si;TransfBanca (automatica);102.1;7149.35;No
6134-KWTBV;Masculino;0;No;No;62;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);23.4;1429.65;No
1077-HUUJM;Femenino;0;No;Si;7;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71.05;472.65;No
6331-EWIEB;Masculino;0;No;No;20;Si;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;85.25;1734.5;Si
0895-LNKRC;Masculino;0;Si;Si;6;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.45;113.5;No
2045-BMBTJ;Femenino;1;No;No;33;No;No servicio tel;DSL;Si;Si;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);59.45;1884.65;No
8417-GSODA;Masculino;0;Si;Si;28;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Un año;No;TransfBanca (automatica);92.2;2568.15;No
5171-EPLKN;Masculino;0;No;No;27;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.85;470;No
4452-QIIEB;Masculino;0;No;No;7;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;43.9;278.4;No
5998-VVEJY;Masculino;0;No;No;26;Si;Si;Fibra Optica;No;No;No;Si;No;No;Mes a mes;Si;Cheque electronico;80.5;2088.8;Si
1624-NALOJ;Masculino;1;No;No;5;Si;Si;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;89.8;502.6;Si
6741-EGCBI;Masculino;1;No;No;30;Si;Si;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);90.5;2595.85;No
7820-ZYGNY;Masculino;0;No;No;63;Si;Si;Fibra Optica;No;Si;No;No;No;Si;Un año;No;TarjetaCredito (automatico);90.45;5825.5;No
4317-VTEOA;Masculino;0;No;No;1;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;50.75;50.75;Si
9677-AVKED;Femenino;0;No;Si;53;Si;Si;DSL;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;84.6;4449.75;No
1670-SVOWZ;Femenino;0;Si;Si;14;Si;No;Fibra Optica;No;Si;No;Si;No;Si;Mes a mes;Si;TarjetaCredito (automatico);89.65;1208.35;Si
2227-JRSJX;Femenino;0;No;No;21;Si;No;Fibra Optica;No;Si;No;Si;Si;Si;Mes a mes;Si;TransfBanca (automatica);99.15;1956.4;No
9847-HNVGP;Masculino;0;No;No;17;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.95;310.6;No
6696-YDAYZ;Masculino;0;Si;Si;16;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.5;290.55;No
8980-WQFWL;Femenino;0;No;No;35;Si;No;DSL;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;62.1;2096.1;No
1730-ZMAME;Femenino;1;No;No;32;Si;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;79.5;2665;No
6506-EYCNH;Femenino;0;Si;Si;28;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TransfBanca (automatica);19.55;543.8;No
4634-JLRJT;Femenino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.35;20.35;No
9501-UKKNL;Masculino;0;No;No;59;No;No servicio tel;DSL;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;51.7;3005.8;No
2560-QTSBS;Femenino;0;Si;Si;72;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);23.3;1623.15;No
7541-YLXCL;Masculino;0;No;No;36;Si;No;DSL;No;Si;No;Si;No;Si;Un año;Si;Cheque fisico;65.4;2498.4;Si
4795-WRNVT;Femenino;0;No;No;40;Si;No;DSL;Si;Si;No;No;Si;No;Mes a mes;No;Cheque fisico;65.1;2586;No
6080-TCMYC;Masculino;0;Si;Si;40;Si;Si;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;81.2;3292.3;No
0260-ZDLGK;Femenino;0;No;Si;9;Si;No;DSL;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque fisico;72.9;651.4;Si
7860-UXCRM;Masculino;0;Si;Si;63;Si;No;DSL;Si;Si;Si;Si;Si;No;Dos años;No;TarjetaCredito (automatico);74.5;4674.55;No
6357-JJPQT;Femenino;0;No;No;3;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;80.5;232.35;No
2292-XQWSV;Masculino;0;Si;Si;40;No;No servicio tel;DSL;No;Si;Si;Si;Si;Si;Un año;No;Cheque fisico;60.3;2448.5;No
9552-TGUZV;Masculino;0;Si;No;8;Si;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque fisico;75;658.1;No
5913-INRQV;Masculino;1;Si;No;34;Si;No;Fibra Optica;Si;No;No;Si;Si;No;Un año;No;Cheque fisico;90.15;3128.8;No
8722-NGNBH;Masculino;0;No;No;5;No;No servicio tel;DSL;Si;No;Si;Si;No;No;Mes a mes;No;Cheque fisico;40;223.45;Si
6210-KBBPI;Masculino;1;No;No;9;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);99.45;919.4;Si
9643-YBLUR;Masculino;0;Si;No;9;Si;Si;DSL;No;Si;Si;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);69.05;653.95;No
8734-FNWVH;Masculino;0;Si;Si;31;Si;Si;DSL;No;No;No;No;No;Si;Mes a mes;No;TransfBanca (automatica);59.7;1825.5;No
9447-YPTBX;Femenino;0;Si;No;50;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);19.85;943.1;No
0133-BMFZO;Femenino;0;No;No;2;Si;No;Fibra Optica;Si;Si;No;Si;No;No;Mes a mes;Si;Cheque electronico;86.25;181.65;Si
6128-CZOMY;Femenino;0;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;45.65;45.65;Si
9540-JYROE;Masculino;0;No;No;8;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;70.1;551.35;Si
9026-LHEVG;Femenino;0;No;No;9;No;No servicio tel;DSL;No;Si;No;No;No;Si;Mes a mes;No;Cheque electronico;40.75;359.4;No
2260-USTRB;Femenino;1;No;No;2;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);70.2;115.95;Si
3656-TKRVZ;Femenino;0;No;No;3;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;No;Cheque electronico;55.35;165.2;Si
7011-CVEUC;Masculino;0;Si;No;25;Si;No;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);95.7;2338.35;No
6185-TASNN;Masculino;1;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;46.3;46.3;No
7925-PNRGI;Femenino;0;Si;Si;45;Si;Si;DSL;Si;Si;Si;Si;Si;No;Mes a mes;No;Cheque fisico;81.3;3541.1;No
8623-TMRBY;Masculino;1;Si;Si;51;Si;Si;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;84.2;4146.05;Si
1552-CZCLL;Femenino;0;Si;Si;55;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);20;1087.25;No
3038-PQIUY;Femenino;0;No;No;38;Si;Si;DSL;Si;Si;Si;No;No;No;Mes a mes;Si;TransfBanca (automatica);66.15;2522.4;No
1501-SGHBW;Masculino;0;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;45.85;81;Si
9313-CDOGY;Masculino;0;Si;Si;38;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;19.6;717.3;No
8148-BPLZQ;Masculino;0;No;No;34;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;49.8;1734.2;No
2623-DRYAM;Femenino;0;Si;No;70;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;101.75;7069.3;No
9987-LUTYD;Femenino;0;No;No;13;Si;No;DSL;Si;No;No;Si;No;No;Un año;No;Cheque fisico;55.15;742.9;No
3208-YPIOE;Masculino;0;No;No;39;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;75.25;3017.65;Si
4488-KQFDT;Femenino;0;No;No;61;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;103.95;6423;No
2612-RANWT;Femenino;0;No;No;12;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);100.15;1164.3;Si
5693-PIPCS;Masculino;0;No;No;41;Si;No;Fibra Optica;No;Si;No;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);99.65;4220.35;No
0491-KAPQG;Masculino;0;No;No;21;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;73.7;1558.7;No
1925-LFCZZ;Masculino;1;No;No;55;No;No servicio tel;DSL;No;No;Si;No;Si;Si;Un año;Si;TransfBanca (automatica);50.05;2743.45;No
8039-EQPIM;Masculino;0;Si;No;69;No;No servicio tel;DSL;Si;No;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);60.25;4055.5;No
6900-PXRMS;Masculino;1;Si;Si;26;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;No;Cheque electronico;105.75;2710.25;Si
8707-RMEZH;Femenino;1;Si;No;69;Si;No;Fibra Optica;Si;Si;No;No;No;Si;Un año;No;TarjetaCredito (automatico);87.3;6055.55;No
3346-BRMIS;Femenino;1;Si;No;18;No;No servicio tel;DSL;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;48.35;810.7;Si
3209-ZPKFI;Masculino;0;Si;Si;47;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque electronico;54.25;2538.2;No
6479-VDGRK;Femenino;0;Si;Si;72;Si;No;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);85.3;6129.2;No
9373-WSLOY;Masculino;1;Si;No;33;No;No servicio tel;DSL;No;Si;Si;Si;Si;No;Mes a mes;Si;Cheque electronico;50;1750.85;No
2933-FILNV;Femenino;0;Si;Si;2;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;24.4;36.55;Si
3569-JFODW;Femenino;0;Si;Si;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);90.95;6652.45;No
9819-FBNSV;Masculino;1;Si;No;37;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);72.25;2575.45;No
9544-PYPSJ;Femenino;1;Si;Si;62;Si;Si;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);96.1;6019.35;No
1591-XWLGB;Femenino;0;Si;No;71;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.85;1379.6;No
0396-UKGAI;Masculino;0;No;Si;23;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;Si;TransfBanca (automatica);55.3;1284.2;No
3243-ZHOHY;Femenino;0;No;No;16;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.1;296.15;No
5186-EJEGL;Masculino;0;No;No;9;Si;No;DSL;Si;No;Si;Si;Si;No;Mes a mes;Si;Cheque fisico;69.5;653.25;No
7527-QNRUS;Masculino;0;Si;Si;17;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;25.15;412.6;No
9986-BONCE;Femenino;0;No;No;4;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);20.95;85.5;Si
2722-JMONI;Femenino;1;Si;No;1;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;49.55;49.55;Si
2203-GHNWN;Femenino;0;Si;No;24;Si;Si;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;Cheque fisico;79.65;1928.7;No
3878-AVSOQ;Femenino;1;No;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71.25;71.25;No
3258-SYSWS;Masculino;1;No;No;72;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);113.8;7845.8;No
5296-PSYVW;Femenino;0;Si;No;72;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque electronico;24.55;1750.7;No
6319-QSUSR;Femenino;0;No;Si;11;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);19.7;216.2;No
4083-EUGRJ;Masculino;0;No;No;9;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.25;178.5;Si
7579-OOPEC;Femenino;1;Si;No;2;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);50.15;115.1;Si
0512-FLFDW;Femenino;1;Si;No;60;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;TarjetaCredito (automatico);100.5;6029;No
1771-OADNZ;Masculino;1;Si;No;29;Si;Si;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;95.9;2745.2;Si
0487-CRLZF;Femenino;0;No;No;49;Si;No;DSL;No;No;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);74.45;3721.9;No
2107-FBPTK;Femenino;1;No;No;30;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;104.1;3121.1;No
9451-WLYRI;Femenino;0;Si;No;53;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);19.05;990.45;No
8219-VYBVI;Masculino;0;No;Si;39;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;25;1004.35;No
1991-VOPLL;Femenino;0;No;No;9;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.05;157.65;No
9738-QLWTP;Masculino;0;No;No;39;Si;No;Fibra Optica;No;No;Si;Si;No;No;Un año;No;Cheque electronico;81.9;3219.75;No
1016-DJTSV;Masculino;1;No;No;8;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.7;572.85;No
9419-IPPBE;Femenino;0;Si;Si;51;Si;Si;Fibra Optica;No;No;Si;No;No;Si;Un año;Si;Cheque electronico;90.15;4554.85;No
0174-QRVVY;Masculino;0;Si;Si;71;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);25.35;1847.55;No
5699-BNCAS;Masculino;1;No;No;71;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;24.65;1766.75;No
2900-PHPLN;Femenino;1;Si;No;70;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);19.55;1462.05;No
0612-RTZZA;Femenino;1;No;No;1;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;25.25;25.25;Si
8106-GWQOK;Masculino;0;Si;No;38;No;No servicio tel;DSL;Si;Si;No;Si;Si;Si;Dos años;Si;TransfBanca (automatica);60;2193.2;No
8751-EDEKA;Femenino;0;Si;No;28;Si;No;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;No;TarjetaCredito (automatico);89.9;2433.5;No
6878-GGDWG;Femenino;0;Si;No;32;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);19.4;641.15;No
4039-PIMHX;Masculino;1;Si;No;49;Si;No;DSL;No;Si;No;No;No;No;Dos años;No;Cheque fisico;49.8;2398.4;No
8450-LUGUK;Femenino;0;Si;Si;37;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);24.1;861.85;No
3604-WLABM;Femenino;0;No;No;10;Si;No;DSL;No;No;Si;Si;No;No;Mes a mes;No;Cheque electronico;54.25;583;No
0795-GMVQO;Masculino;0;Si;No;67;Si;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Un año;No;TarjetaCredito (automatico);109.9;7332.4;No
2259-OUUSZ;Masculino;0;No;No;7;No;No servicio tel;DSL;No;No;Si;Si;No;No;Un año;Si;TarjetaCredito (automatico);35.5;249.55;No
1142-IHLOO;Femenino;0;No;No;51;Si;No;Fibra Optica;No;No;No;No;Si;Si;Un año;No;TarjetaCredito (automatico);87.55;4475.9;No
6410-LEFEN;Femenino;0;No;No;9;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;45.15;416.45;Si
4633-MKHYU;Femenino;0;No;No;9;Si;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque fisico;88.4;788.6;No
6257-RJOHI;Masculino;0;No;No;4;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;Cheque fisico;50.8;202.3;No
1545-JFUML;Masculino;0;Si;No;71;Si;Si;Fibra Optica;Si;Si;Si;No;Si;No;Dos años;Si;Cheque electronico;99;6994.6;No
3194-ORPIK;Femenino;0;Si;Si;50;Si;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;TransfBanca (automatica);84.4;4116.15;Si
7826-VVKWT;Femenino;1;Si;Si;24;Si;No;Fibra Optica;No;No;Si;No;Si;Si;Dos años;Si;Cheque electronico;96.55;2263.45;No
1353-GHZOS;Masculino;0;Si;No;22;Si;No;DSL;Si;No;No;No;Si;No;Un año;Si;TransfBanca (automatica);59.75;1374.35;No
2587-EKXTS;Masculino;0;No;No;44;Si;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;111.5;4915.15;No
5442-BXVND;Femenino;0;Si;Si;33;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);24.25;838.5;No
8816-VXNZD;Femenino;0;No;No;1;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.1;75.1;Si
9378-FXTIZ;Femenino;0;Si;No;54;Si;Si;DSL;No;No;No;No;Si;Si;Un año;Si;TarjetaCredito (automatico);70.15;3715.65;Si
1723-HKXJQ;Masculino;0;No;No;42;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;101.75;4273.45;Si
7825-GKXMW;Femenino;0;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;45.8;45.8;Si
9753-OYLBX;Femenino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.5;20.5;No
2364-UFROM;Masculino;0;No;No;30;Si;No;DSL;Si;Si;No;Si;Si;No;Un año;No;Cheque electronico;70.4;2044.75;No
6656-JWRQX;Femenino;0;No;No;1;No;No servicio tel;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque fisico;30.55;30.55;No
6473-ULUHT;Masculino;0;Si;Si;16;Si;Si;DSL;Si;Si;No;Si;Si;Si;Mes a mes;No;Cheque electronico;84.9;1398.25;No
1240-KNSEZ;Masculino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.1;20.1;Si
0836-SEYLU;Masculino;0;Si;No;9;No;No servicio tel;DSL;No;No;No;Si;Si;No;Mes a mes;No;Cheque fisico;40.65;328.95;Si
4433-JCGCG;Masculino;1;Si;No;46;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;101;4680.05;Si
3716-BDVDB;Masculino;0;No;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.1;69.1;Si
7688-AWMDX;Masculino;0;Si;No;71;Si;No;DSL;Si;No;No;Si;No;No;Dos años;No;TransfBanca (automatica);54.5;3778.2;No
2842-BCQGE;Masculino;0;No;No;43;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);75.35;3161.4;No
7244-QWYHG;Masculino;0;Si;No;50;No;No servicio tel;DSL;Si;No;No;Si;Si;No;Un año;Si;TransfBanca (automatica);44.45;2188.45;No
5899-MQZZL;Femenino;0;No;No;13;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;75;999.45;Si
6849-OYAMU;Masculino;0;Si;Si;19;Si;No;Fibra Optica;No;Si;No;Si;Si;Si;Un año;No;TransfBanca (automatica);100;1888.65;Si
5312-UXESG;Femenino;0;No;No;41;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;No;TransfBanca (automatica);98.05;3990.6;No
9488-HGMJH;Femenino;1;No;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71.15;71.15;Si
6038-GCYEC;Femenino;0;No;No;24;No;No servicio tel;DSL;No;Si;Si;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);54.15;1240.25;Si
2150-WLKUW;Femenino;0;Si;No;40;Si;Si;DSL;No;Si;No;No;Si;No;Un año;No;TransfBanca (automatica);63.9;2635;No
7159-FVYPK;Femenino;0;Si;Si;3;Si;Si;DSL;No;Si;Si;No;Si;No;Mes a mes;Si;TransfBanca (automatica);69.15;235;No
7032-LMBHI;Femenino;0;No;No;37;Si;Si;DSL;Si;No;No;No;Si;No;Un año;No;TransfBanca (automatica);64.65;2347.85;No
1150-WFARN;Femenino;0;Si;Si;67;Si;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);108.75;7156.2;Si
6088-BXMRG;Femenino;0;Si;Si;32;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;98.85;3089.6;No
3144-AUDBS;Femenino;0;Si;No;6;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;Cheque electronico;49.15;270.8;Si
4821-SJHJV;Femenino;0;Si;Si;32;Si;Si;Fibra Optica;Si;No;No;No;Si;No;Mes a mes;No;Cheque electronico;89.6;2901.8;No
7346-MEDWM;Femenino;0;No;No;59;Si;Si;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;83.25;4949.1;No
1137-DGOWI;Femenino;0;Si;No;30;Si;No;DSL;No;Si;Si;Si;No;Si;Un año;No;TransfBanca (automatica);70.25;2198.9;No
5616-PRTNT;Masculino;0;No;Si;20;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque electronico;19.4;374.5;Si
3812-LRZIR;Femenino;0;Si;Si;27;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque electronico;24.5;761.95;No
4818-QIUFN;Femenino;1;No;No;20;Si;Si;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;79.15;1520.9;Si
9483-GCPWE;Masculino;0;No;Si;9;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.1;190.25;No
4227-OJHAL;Femenino;0;Si;Si;68;Si;Si;DSL;Si;Si;Si;No;Si;No;Un año;Si;TarjetaCredito (automatico);73;5163;No
9220-CXRSC;Femenino;0;Si;Si;69;Si;Si;DSL;Si;No;No;Si;No;No;Dos años;No;TarjetaCredito (automatico);61.4;4059.85;No
4993-JCRGJ;Masculino;0;No;No;26;Si;Si;Fibra Optica;No;No;Si;Si;No;No;Mes a mes;Si;Cheque fisico;84.3;2281.6;No
9537-JALFH;Masculino;0;Si;Si;69;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.9;1356.7;No
6698-OXETB;Masculino;0;No;No;11;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.4;231.45;No
2103-ZRXFN;Masculino;0;No;No;1;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;50.75;50.75;No
3724-BSCVH;Masculino;0;Si;Si;10;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.45;242.4;No
4877-TSOFF;Femenino;0;Si;Si;55;Si;Si;DSL;Si;Si;No;Si;No;Si;Un año;Si;TransfBanca (automatica);75.75;4264.25;No
9209-NWPGU;Masculino;0;No;No;44;Si;No;DSL;Si;No;No;Si;Si;No;Un año;No;Cheque electronico;65.4;2774.55;No
6961-VCPMC;Masculino;1;Si;No;46;Si;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;80.4;3605.2;Si
7306-YDSOI;Masculino;0;Si;Si;69;Si;No;DSL;Si;Si;Si;No;No;No;Dos años;Si;TransfBanca (automatica);59.75;4069.9;No
5288-AHOUP;Masculino;1;No;No;11;Si;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;78.5;874.2;No
6688-UZPWD;Femenino;0;Si;No;11;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;102;1145.35;Si
