edad ;trabajo;estado civil;nivel educación;Credito_default;balance_anual;Prestamo_vivienda;Prestamo_personal;contacto;contacto_diaU;Contacto_mesU;Duración_contactoU;Nro_contactosCampaña;Veces_contatado;y
41;obrero;Casado;Secundaria;Si;2007;Si;no;Celular;30;jan;419;1;0;Si
36;desempleado;Casado;Secundaria;Si;-35;no;no;Celular;30;jan;339;3;0;Si
34;técnico;Casado;Secundaria;Si;508;no;no;Celular;30;jan;795;1;0;Si
29;servicios;Soltero;Secundaria;Si;-205;no;no;Celular;30;jan;194;1;0;Si
28;admin.;Casado;Secundaria;Si;-247;Si;Si;Celular;30;jan;121;1;2;Si
29;admin.;Soltero;Secundaria;Si;1751;no;no;Celular;30;jan;150;1;0;Si
60;técnico;Casado;Secundaria;Si;-71;Si;Si;Celular;30;jan;1451;1;0;Si
51;admin.;Soltero;Secundaria;Si;16;Si;no;Celular;30;jan;158;1;0;Si
46;desempleado;Soltero;Secundaria;Si;2052;no;no;Celular;30;jan;428;1;0;Si
26;servicios;Soltero;Secundaria;Si;49;no;no;Celular;30;jan;397;1;0;Si
26;Empleada Hogar;Casado;Secundaria;Si;543;no;no;Celular;30;jan;169;3;0;Si
35;servicios;Soltero;Secundaria;Si;49;no;no;Celular;30;jan;346;1;0;Si
28;Independiente;Soltero;Secundaria;Si;242;Si;no;Celular;30;jan;205;1;0;Si
41;Administrador;Soltero;Secundaria;Si;3234;Si;no;Celular;30;jan;2770;1;0;Si
38;Administrador;Soltero;Secundaria;Si;1495;Si;no;Celular;30;jan;339;2;0;Si
42;servicios;Casado;Secundaria;Si;199;no;no;Celular;30;jan;217;2;0;Si
49;Administrador;Casado;Secundaria;Si;342;no;no;Celular;30;jan;433;2;1;Si
27;técnico;Soltero;Secundaria;Si;261;Si;Si;Celular;30;jan;195;2;0;Si
59;admin.;Casado;Secundaria;Si;879;Si;no;Celular;30;jan;126;5;7;Si
27;Administrador;Soltero;Secundaria;Si;625;no;no;Celular;30;jan;554;2;0;Si
29;servicios;Soltero;Secundaria;Si;737;Si;Si;Celular;30;jan;499;5;1;Si
29;servicios;Soltero;Secundaria;Si;192;no;no;Celular;30;jan;327;4;0;Si
29;empresario;Soltero;Secundaria;Si;404;no;no;Celular;30;jan;413;3;0;Si
35;técnico;Soltero;Secundaria;Si;364;no;Si;Celular;30;jan;162;3;3;Si
35;técnico;Soltero;Secundaria;Si;2144;Si;no;Celular;30;jan;146;2;2;Si
34;técnico;divorciado;Secundaria;Si;1301;Si;no;Celular;30;jan;196;2;2;Si
47;técnico;divorciado;Secundaria;Si;405;Si;no;Celular;30;jan;236;1;1;Si
36;técnico;Soltero;Secundaria;Si;98;no;no;Celular;30;jan;771;1;0;Si
33;desempleado;Soltero;Secundaria;Si;1173;no;no;Celular;30;jan;844;3;0;Si
26;técnico;divorciado;Secundaria;Si;3154;Si;Si;Celular;30;jan;350;3;1;Si
34;técnico;divorciado;Secundaria;Si;975;Si;no;Celular;30;jan;263;2;1;Si
35;obrero;Soltero;Secundaria;Si;505;no;Si;Celular;30;jan;109;3;0;Si
26;Administrador;Soltero;Secundaria;Si;157;Si;no;Celular;30;jan;78;2;0;Si
27;admin.;Soltero;Secundaria;Si;116;no;no;Celular;30;jan;46;1;0;Si
32;admin.;Casado;Secundaria;Si;0;no;no;Celular;30;jan;119;3;0;Si
31;técnico;Soltero;Secundaria;Si;236;Si;no;Celular;30;jan;200;1;1;Si
32;admin.;Soltero;Secundaria;Si;1630;Si;no;Celular;30;jan;122;1;0;Si
29;obrero;Soltero;Secundaria;Si;202;no;no;Celular;30;jan;128;2;0;Si
33;técnico;Casado;Secundaria;Si;525;Si;Si;Celular;30;jan;499;1;1;Si
28;estudiante;Soltero;Secundaria;Si;69;no;no;Celular;30;jan;532;2;0;Si
32;obrero;Casado;Secundaria;Si;578;Si;no;Celular;30;jan;206;3;0;Si
40;Administrador;Soltero;Secundaria;Si;80;Si;no;Celular;30;jan;182;3;0;Si
42;técnico;Soltero;Secundaria;Si;60;Si;Si;Celular;30;jan;183;2;1;Si
27;desempleado;Soltero;Secundaria;Si;92;Si;no;Celular;30;jan;274;4;0;Si
60;admin.;divorciado;Secundaria;Si;663;no;Si;Celular;30;jan;385;3;1;Si
29;servicios;Soltero;Secundaria;Si;196;no;no;Celular;30;jan;726;2;0;Si
29;admin.;Casado;Secundaria;Si;957;Si;Si;Celular;30;jan;258;2;3;Si
34;servicios;Soltero;Secundaria;Si;2257;no;Si;Telefono;30;jan;568;2;0;Si
27;estudiante;Soltero;Secundaria;Si;1566;no;no;Celular;30;jan;164;5;0;Si
42;Jubilado;Soltero;Secundaria;Si;308;no;no;Celular;30;jan;114;2;0;Si
56;empresario;Soltero;Secundaria;Si;1745;Si;no;Celular;30;jan;374;4;0;Si
32;servicios;Soltero;Secundaria;Si;717;no;no;Celular;30;jan;462;2;0;Si
43;admin.;divorciado;Secundaria;Si;540;Si;no;Celular;30;jan;74;1;0;Si
54;obrero;Soltero;Secundaria;Si;1555;Si;no;Telefono;30;jan;258;5;2;Si
27;desempleado;Soltero;Secundaria;Si;3060;no;no;Celular;30;jan;533;1;0;Si
58;empresario;Casado;Secundaria;Si;0;no;Si;Celular;30;jan;540;1;2;Si
36;desempleado;divorciado;Secundaria;Si;5;Si;no;Celular;30;jan;169;1;2;Si
38;Administrador;divorciado;Secundaria;Si;76;no;no;Celular;30;jan;220;3;0;Si
36;desempleado;Soltero;Secundaria;Si;4148;no;no;Celular;30;jan;193;3;0;Si
38;admin.;divorciado;Secundaria;Si;-51;no;Si;Celular;30;jan;102;1;0;Si
38;Administrador;divorciado;Secundaria;Si;441;Si;no;Celular;30;jan;67;1;0;Si
45;admin.;divorciado;Secundaria;Si;440;no;no;Celular;30;jan;91;1;1;Si
50;Administrador;Casado;Secundaria;Si;0;no;no;Celular;30;jan;199;1;1;Si
56;Administrador;Casado;Secundaria;Si;4;Si;Si;Celular;30;jan;299;1;5;Si
39;obrero;Casado;Secundaria;Si;976;Si;no;Celular;30;jan;80;1;2;Si
31;servicios;Casado;Secundaria;Si;288;no;no;Celular;30;jan;164;1;0;Si
42;servicios;Casado;Secundaria;Si;473;Si;no;Celular;30;jan;54;1;0;Si
26;Administrador;Soltero;Secundaria;Si;828;Si;no;Celular;30;jan;141;1;0;Si
42;admin.;divorciado;Secundaria;Si;936;no;no;Celular;30;jan;931;1;0;Si
47;desempleado;Soltero;Secundaria;Si;2500;no;no;Celular;30;jan;240;1;0;Si
31;servicios;Soltero;Secundaria;Si;887;no;no;Celular;30;jan;427;1;0;Si
51;empresario;divorciado;Secundaria;Si;58;Si;no;Celular;30;jan;93;1;1;Si
55;obrero;Casado;Secundaria;Si;23;no;no;Celular;30;jan;143;1;3;Si
42;Administrador;divorciado;Secundaria;Si;640;no;no;Celular;30;jan;545;1;0;Si
49;admin.;Soltero;Secundaria;Si;827;Si;no;Celular;30;jan;61;1;0;Si
55;técnico;Casado;Secundaria;Si;851;Si;no;Celular;30;jan;138;1;2;Si
39;Independiente;Casado;Secundaria;Si;1492;Si;no;Celular;30;jan;227;1;1;Si
46;servicios;Casado;Secundaria;Si;417;Si;no;Celular;30;jan;219;1;1;Si
45;Administrador;Casado;Secundaria;Si;2363;no;no;Celular;30;jan;125;1;1;Si
54;obrero;Casado;Secundaria;Si;285;Si;Si;Telefono;30;jan;63;1;5;Si
58;empresario;Casado;Secundaria;Si;364;Si;no;Celular;30;jan;168;1;0;Si
55;desempleado;Casado;Secundaria;Si;3982;no;no;Celular;30;jan;89;1;0;Si
55;Jubilado;Casado;Secundaria;Si;905;no;no;Celular;30;jan;861;1;1;Si
56;desempleado;Casado;Secundaria;Si;670;no;no;Celular;30;jan;86;1;0;Si
51;servicios;Casado;Secundaria;Si;5699;Si;no;Celular;30;jan;436;1;2;Si
27;Administrador;Soltero;Secundaria;Si;1081;no;Si;Celular;30;jan;158;3;2;Si
57;Jubilado;Casado;Secundaria;Si;4908;no;no;Celular;30;jan;868;1;0;Si
32;obrero;Soltero;Secundaria;Si;604;no;no;Celular;30;jan;410;2;2;Si
31;Administrador;Casado;Secundaria;Si;1384;Si;no;Celular;30;jan;203;2;3;Si
60;admin.;Casado;Secundaria;Si;2552;no;Si;Celular;30;jan;255;2;4;Si
46;técnico;Casado;Secundaria;Si;198;Si;no;Celular;30;jan;153;1;6;Si
34;Administrador;Casado;Secundaria;Si;351;no;no;Celular;30;jan;193;1;0;Si
39;Empleada Hogar;Casado;Secundaria;Si;953;no;no;Celular;30;jan;23;6;3;Si
26;admin.;Soltero;Secundaria;Si;187;no;no;Celular;30;jan;226;2;0;Si
27;Administrador;Soltero;Secundaria;Si;1277;no;no;Celular;30;jan;267;4;0;Si
46;obrero;Soltero;Secundaria;Si;332;no;no;Celular;30;jan;11;4;0;Si
51;técnico;Soltero;Secundaria;Si;527;Si;no;Celular;30;jan;197;1;3;Si
52;obrero;Casado;Secundaria;Si;109;Si;no;Celular;30;jan;177;4;2;Si
31;desempleado;Soltero;Secundaria;Si;315;no;no;Celular;30;jan;130;1;1;Si
26;Administrador;Casado;Secundaria;Si;265;no;no;Celular;30;jan;650;2;0;Si
33;obrero;Soltero;Secundaria;Si;457;Si;no;Celular;30;jan;159;1;4;Si
53;desempleado;Casado;Secundaria;Si;7;no;no;Celular;30;jan;68;2;0;Si
33;admin.;Soltero;Secundaria;Si;572;Si;no;Celular;30;jan;1296;2;0;Si
34;Empleada Hogar;Soltero;Secundaria;Si;443;no;no;Celular;30;jan;10;1;1;Si
45;servicios;divorciado;Secundaria;Si;-28;no;Si;Celular;30;jan;87;1;0;Si
40;Independiente;Soltero;Secundaria;Si;628;no;no;Celular;30;jan;90;1;0;Si
34;técnico;Soltero;Secundaria;Si;102;no;no;Celular;30;jan;89;1;0;Si
51;empresario;Soltero;Secundaria;Si;0;no;no;Celular;30;jan;643;1;0;Si
56;servicios;Casado;Secundaria;Si;642;Si;no;Celular;30;jan;16;1;3;Si
33;servicios;divorciado;Secundaria;Si;1194;Si;no;Celular;30;jan;166;1;0;Si
58;Administrador;Casado;Secundaria;Si;911;Si;no;Celular;30;jan;49;1;0;Si
37;obrero;Soltero;Secundaria;Si;5742;Si;Si;Celular;30;jan;588;1;0;Si
36;obrero;Casado;Secundaria;Si;160;Si;no;Celular;30;jan;344;2;0;Si
47;Empleada Hogar;Casado;Secundaria;Si;1692;Si;no;Celular;30;jan;592;1;0;Si
27;técnico;Soltero;Secundaria;Si;149;no;Si;Celular;30;jan;283;1;0;Si
38;desempleado;Casado;Secundaria;Si;0;Si;Si;Celular;30;jan;437;1;0;Si
27;Independiente;Soltero;Secundaria;Si;49;Si;no;Celular;30;jan;208;2;0;Si
40;técnico;Casado;Secundaria;Si;1554;no;no;Celular;30;jan;99;1;0;Si
36;servicios;Soltero;Secundaria;Si;511;Si;Si;Celular;30;jan;706;1;1;Si
30;Administrador;Soltero;Secundaria;Si;167;no;no;Celular;30;jan;320;2;0;Si
50;desempleado;divorciado;Secundaria;Si;717;Si;no;Celular;30;jan;113;1;0;Si
41;desempleado;Casado;Secundaria;Si;0;no;no;Celular;30;jan;81;1;0;Si
53;Jubilado;Casado;Secundaria;Si;3;no;no;Celular;30;jan;114;4;0;Si
28;empresario;Soltero;Secundaria;Si;341;no;no;Celular;30;jan;241;1;0;Si
29;técnico;Casado;Secundaria;Si;197;Si;no;Celular;30;jan;103;2;0;Si
31;técnico;Soltero;Secundaria;Si;198;no;no;Celular;30;jan;366;4;0;Si
41;admin.;Casado;Secundaria;Si;3204;no;Si;Celular;30;jan;210;2;0;Si
53;servicios;divorciado;Secundaria;Si;329;no;no;Celular;30;jan;189;1;0;Si
36;técnico;Soltero;Secundaria;Si;317;Si;no;Celular;30;jan;198;2;2;Si
52;Administrador;Casado;Secundaria;Si;1355;Si;no;Celular;30;jan;131;1;1;Si
35;desempleado;Casado;Secundaria;Si;330;no;no;Celular;30;jan;645;4;0;Si
33;obrero;Soltero;Secundaria;Si;22;no;no;Celular;30;jan;76;2;1;Si
36;servicios;Casado;Secundaria;Si;238;no;no;Celular;30;jan;424;1;0;Si
33;empresario;Soltero;Secundaria;Si;300;Si;Si;Celular;30;jan;922;5;0;Si
31;Administrador;Casado;Secundaria;Si;1400;Si;no;Celular;30;jan;175;2;1;Si
32;servicios;divorciado;Secundaria;Si;130;Si;no;Celular;30;jan;194;3;0;Si
38;Administrador;Casado;Secundaria;Si;-70;Si;no;Celular;30;jan;140;1;3;Si
26;admin.;Soltero;Secundaria;Si;802;no;no;Celular;30;jan;77;1;2;Si
28;servicios;Soltero;Secundaria;Si;2992;Si;no;Celular;30;jan;337;4;0;Si
57;Administrador;divorciado;Secundaria;Si;2549;no;no;Celular;30;jan;456;3;2;Si
38;obrero;Casado;Secundaria;Si;451;no;no;Celular;30;jan;143;1;0;Si
39;técnico;Casado;Secundaria;Si;-735;Si;no;Celular;30;jan;144;5;2;Si
45;Administrador;Casado;Secundaria;Si;-61;no;no;Celular;30;jan;90;5;1;Si
26;desempleado;Soltero;Secundaria;Si;370;no;no;Celular;30;jan;230;1;0;Si
51;admin.;Casado;Secundaria;Si;0;Si;Si;Celular;30;jan;150;1;1;Si
37;servicios;Casado;Secundaria;Si;483;Si;no;Celular;30;jan;188;1;0;Si
40;técnico;Soltero;Secundaria;Si;693;no;no;Celular;30;jan;427;1;0;Si
60;Jubilado;Casado;Secundaria;Si;143;no;no;Telefono;30;jan;345;1;0;Si
54;técnico;Casado;Secundaria;Si;0;no;no;Celular;30;jan;491;1;0;Si
56;técnico;Casado;Secundaria;Si;314;Si;Si;Celular;30;jan;108;2;5;Si
26;técnico;Soltero;Secundaria;Si;152;no;no;Celular;30;jan;151;2;1;Si
36;obrero;Casado;Secundaria;Si;-477;Si;no;Celular;30;jan;473;2;0;Si
57;técnico;Casado;Secundaria;Si;1276;Si;no;Celular;30;jan;44;1;4;Si
29;desempleado;Casado;Secundaria;Si;596;no;no;Celular;30;jan;510;2;0;Si
33;técnico;Casado;Secundaria;Si;480;Si;no;Celular;30;jan;272;1;1;Si
54;técnico;divorciado;Secundaria;Si;1114;Si;no;Celular;30;jan;81;1;0;Si
36;admin.;Soltero;Secundaria;Si;133;no;no;Celular;30;jan;632;3;14;Si
51;desempleado;Casado;Secundaria;Si;636;no;no;Celular;30;jan;321;1;0;Si
53;admin.;Casado;Secundaria;Si;-375;Si;no;Celular;30;jan;103;1;1;Si
45;obrero;Casado;Secundaria;Si;909;Si;no;Celular;30;jan;166;1;1;Si
56;Jubilado;Casado;Secundaria;Si;1454;no;no;Telefono;30;jan;479;1;0;Si
57;Administrador;Casado;Secundaria;Si;0;no;Si;Celular;30;jan;209;2;2;Si
54;admin.;Casado;Secundaria;Si;0;Si;no;Celular;30;jan;520;3;0;Si
54;técnico;divorciado;Secundaria;Si;-191;no;no;Celular;30;jan;86;1;0;Si
32;servicios;Casado;Secundaria;Si;198;no;no;Celular;30;jan;320;2;0;Si
28;obrero;Soltero;Secundaria;Si;1285;no;no;Telefono;30;jan;199;2;17;Si
36;desempleado;Soltero;Secundaria;Si;605;no;no;Celular;30;jan;410;2;0;Si
45;empresario;divorciado;Secundaria;Si;44;no;Si;Celular;30;jan;250;2;1;Si
48;Administrador;Casado;Secundaria;Si;370;Si;no;Celular;30;jan;134;2;2;Si
32;Administrador;Casado;Secundaria;Si;-1161;Si;Si;Celular;30;jan;445;5;0;Si
27;obrero;Soltero;Secundaria;Si;21;no;no;Celular;30;jan;197;4;0;Si
47;Independiente;Casado;Secundaria;Si;1803;no;no;Celular;30;jan;188;2;0;Si
32;Administrador;Casado;Secundaria;Si;943;Si;no;Celular;30;jan;402;2;2;Si
39;Administrador;Casado;Secundaria;Si;1585;Si;no;Celular;30;jan;82;2;0;Si
33;admin.;divorciado;Secundaria;Si;961;no;no;Celular;30;jan;308;2;0;Si
32;desempleado;Casado;Secundaria;Si;365;Si;no;Celular;30;jan;210;3;0;Si
37;obrero;divorciado;Secundaria;Si;-175;Si;no;Celular;30;jan;638;4;1;Si
28;obrero;Soltero;Secundaria;Si;442;no;no;Celular;30;jan;157;2;0;Si
34;obrero;Soltero;Secundaria;Si;19833;Si;no;Celular;30;jan;84;4;1;Si
53;obrero;Casado;Secundaria;Si;901;no;Si;Telefono;30;jan;1431;2;0;Si
47;técnico;divorciado;Secundaria;Si;1194;Si;Si;Celular;30;jan;113;3;0;Si
35;obrero;Casado;Secundaria;Si;210;Si;no;Celular;30;jan;626;3;0;Si
49;Administrador;Soltero;Secundaria;Si;163;Si;no;Celular;30;jan;281;2;3;Si
30;técnico;Casado;Secundaria;Si;1454;no;no;Telefono;30;jan;276;3;0;Si
26;Administrador;Soltero;Secundaria;Si;800;Si;no;Celular;30;jan;405;2;0;Si
53;técnico;Casado;Secundaria;Si;2336;no;no;Telefono;30;jan;173;2;3;Si
56;obrero;Casado;Secundaria;Si;2190;no;Si;Celular;30;jan;90;2;1;Si
56;desempleado;Casado;Secundaria;Si;972;no;no;Celular;30;jan;52;2;0;Si
26;servicios;Soltero;Secundaria;Si;512;Si;Si;Celular;30;jan;206;5;3;Si
59;desempleado;Casado;Secundaria;Si;0;no;no;Celular;30;jan;3025;2;0;Si
41;obrero;divorciado;Secundaria;Si;-333;Si;no;Celular;30;jan;118;3;2;Si
31;Independiente;Casado;Secundaria;Si;227;Si;Si;Celular;30;jan;154;6;3;Si
42;obrero;Casado;Secundaria;Si;0;Si;no;Celular;30;jan;82;2;0;Si
36;admin.;divorciado;Secundaria;Si;281;no;no;Celular;30;jan;60;2;1;Si
51;desempleado;Casado;Secundaria;Si;17418;Si;no;Telefono;30;jan;237;2;0;Si
44;desempleado;Casado;Secundaria;Si;1309;no;no;Telefono;30;jan;262;2;0;Si
47;desempleado;divorciado;Secundaria;Si;0;no;Si;Celular;30;jan;127;2;8;Si
34;Administrador;Casado;Secundaria;Si;243;no;no;Celular;30;jan;417;4;0;Si
31;admin.;divorciado;Secundaria;Si;217;Si;no;Celular;30;jan;1776;2;0;Si
27;Administrador;Soltero;Secundaria;Si;0;Si;no;Celular;30;jan;323;4;0;Si
44;Administrador;Soltero;Secundaria;Si;780;Si;no;Celular;30;jan;511;2;0;Si
27;técnico;Soltero;Secundaria;Si;501;no;Si;Telefono;30;jan;370;4;0;Si
46;obrero;Casado;Secundaria;Si;665;no;no;Celular;30;jan;89;4;2;Si
31;Administrador;Soltero;Secundaria;Si;358;Si;no;Celular;30;jan;68;3;51;Si
53;desempleado;Casado;Secundaria;Si;2180;no;no;Telefono;30;jan;89;3;0;Si
32;admin.;Soltero;Secundaria;Si;1465;no;no;Telefono;30;jan;118;5;0;Si
41;técnico;divorciado;Secundaria;Si;692;Si;no;Celular;30;jan;249;3;3;Si
30;admin.;Casado;Secundaria;Si;373;Si;no;Celular;30;jan;353;2;4;Si
40;Empleada Hogar;Casado;Secundaria;Si;541;Si;no;Celular;30;jan;431;2;0;Si
59;obrero;Casado;Secundaria;Si;2605;no;no;Celular;30;jan;85;2;0;Si
46;técnico;Casado;Secundaria;Si;43;Si;no;Telefono;30;jan;162;3;7;Si
49;Administrador;Casado;Secundaria;Si;-969;no;no;Celular;30;jan;61;2;1;Si
35;admin.;Soltero;Secundaria;Si;1721;no;no;Telefono;30;jan;103;3;0;Si
28;admin.;Casado;Secundaria;Si;12;Si;no;Celular;30;jan;73;3;3;Si
33;Administrador;Soltero;Secundaria;Si;1859;Si;no;Celular;30;jan;1169;4;0;Si
37;servicios;Soltero;Secundaria;Si;1534;no;no;Celular;30;jan;267;6;0;Si
30;técnico;Soltero;Secundaria;Si;316;Si;Si;Celular;30;jan;130;2;2;Si
49;Administrador;Casado;Secundaria;Si;15;no;no;Celular;30;jan;166;3;2;Si
30;obrero;Soltero;Secundaria;Si;49;no;no;Celular;30;jan;808;2;0;Si
28;Administrador;Soltero;Secundaria;Si;2080;no;no;Telefono;30;jan;399;2;1;Si
31;desempleado;Soltero;Secundaria;Si;163;no;no;Celular;30;jan;707;2;1;Si
26;servicios;Soltero;Secundaria;Si;110;no;no;Celular;30;jan;1136;2;0;Si
31;servicios;Soltero;Secundaria;Si;295;no;no;Celular;2;feb;78;5;0;Si
66;Empleada Hogar;Casado;Secundaria;Si;1929;no;no;Celular;2;feb;169;1;0;Si
33;Administrador;Casado;Secundaria;Si;1071;no;no;Celular;2;feb;84;2;4;Si
57;Jubilado;Casado;Secundaria;Si;523;no;Si;Celular;2;feb;49;6;0;Si
46;Administrador;Casado;Secundaria;Si;699;no;no;Celular;2;feb;241;1;0;Si
29;servicios;Soltero;Secundaria;Si;536;Si;no;Telefono;2;feb;30;5;0;Si
43;admin.;Casado;Secundaria;Si;764;Si;no;Celular;2;feb;118;1;0;Si
36;admin.;Soltero;Secundaria;Si;115;no;no;Celular;2;feb;225;1;0;Si
27;técnico;Soltero;Secundaria;Si;90;no;no;Celular;2;feb;82;3;0;Si
36;obrero;Casado;Secundaria;Si;937;Si;no;Telefono;2;feb;29;4;0;Si
32;Administrador;Casado;Secundaria;Si;71;no;no;Celular;2;feb;75;1;0;Si
29;admin.;Soltero;Secundaria;Si;124;no;no;Celular;2;feb;94;1;2;Si
21;desempleado;Soltero;Secundaria;Si;1333;no;no;Celular;2;feb;120;1;0;Si
48;admin.;Soltero;Secundaria;Si;2091;no;no;Celular;2;feb;94;1;0;Si
44;Independiente;Casado;Secundaria;Si;335;no;no;Celular;2;feb;105;1;0;Si
43;Administrador;Casado;Secundaria;Si;228;Si;no;Celular;2;feb;84;1;0;Si
57;Administrador;Casado;Secundaria;Si;8141;no;no;Celular;2;feb;37;1;0;Si
40;técnico;divorciado;Secundaria;Si;0;Si;no;Celular;2;feb;67;1;0;Si
38;obrero;Casado;Secundaria;Si;168;no;Si;Celular;2;feb;151;1;0;Si
62;técnico;Casado;Secundaria;Si;973;no;no;Celular;2;feb;326;1;0;Si
36;técnico;Soltero;Secundaria;Si;265;Si;Si;Celular;2;feb;88;1;1;Si
53;servicios;Casado;Secundaria;Si;660;no;no;Celular;2;feb;210;1;2;Si
34;técnico;Soltero;Secundaria;Si;258;no;no;Celular;2;feb;103;1;0;Si
39;empresario;Soltero;Secundaria;Si;879;Si;Si;Celular;2;feb;99;1;0;Si
44;obrero;Casado;Secundaria;Si;294;Si;no;Celular;2;feb;246;1;2;Si
52;Administrador;Casado;Secundaria;Si;72;no;no;Celular;2;feb;222;1;0;Si
40;técnico;Soltero;Secundaria;Si;1646;Si;no;Celular;2;feb;215;1;2;Si
34;desempleado;Casado;Secundaria;Si;181;Si;no;Celular;2;feb;110;1;0;Si
57;Empleada Hogar;divorciado;Secundaria;Si;3767;no;no;Celular;2;feb;19;6;0;Si
37;Administrador;divorciado;Secundaria;Si;88;no;no;Celular;2;feb;608;1;0;Si
45;desempleado;Casado;Secundaria;Si;2040;no;no;Telefono;2;feb;803;1;0;Si
31;Administrador;Soltero;Secundaria;Si;1130;Si;no;Celular;2;feb;181;1;3;Si
45;técnico;divorciado;Secundaria;Si;441;Si;no;Celular;2;feb;535;1;0;Si
46;técnico;Casado;Secundaria;Si;700;Si;Si;Celular;2;feb;299;1;0;Si
46;técnico;Casado;Secundaria;Si;363;Si;no;Celular;2;feb;346;1;3;Si
42;obrero;Casado;Secundaria;Si;1288;Si;no;Telefono;2;feb;18;1;0;Si
55;técnico;Casado;Secundaria;Si;-308;no;no;Celular;2;feb;781;1;0;Si
60;admin.;divorciado;Secundaria;Si;4519;no;no;Celular;2;feb;152;1;0;Si
47;técnico;Casado;Secundaria;Si;349;Si;Si;Celular;2;feb;112;1;1;Si
35;Administrador;Casado;Secundaria;Si;495;no;no;Celular;2;feb;282;1;0;Si
33;admin.;Soltero;Secundaria;Si;79;no;no;Celular;2;feb;674;1;0;Si
43;admin.;Casado;Secundaria;Si;877;Si;no;Celular;2;feb;135;1;0;Si
61;Jubilado;Casado;Secundaria;Si;0;no;no;Celular;2;feb;75;1;0;Si
37;obrero;Casado;Secundaria;Si;89;Si;no;Celular;2;feb;393;1;4;Si
59;Jubilado;divorciado;Secundaria;Si;979;Si;no;Celular;2;feb;281;1;0;Si
40;Administrador;Casado;Secundaria;Si;432;Si;Si;Celular;2;feb;101;1;0;Si
45;obrero;Casado;Secundaria;Si;196;Si;no;Celular;2;feb;91;1;0;Si
33;Administrador;Soltero;Secundaria;Si;361;Si;no;Celular;2;feb;81;1;0;Si
22;estudiante;Soltero;Secundaria;Si;2162;no;no;Telefono;2;feb;168;1;0;Si
37;desempleado;Casado;Secundaria;Si;941;no;no;Celular;2;feb;280;1;0;Si
34;Administrador;Casado;Secundaria;Si;0;no;no;Celular;2;feb;327;1;0;Si
32;admin.;Soltero;Secundaria;Si;1;no;no;Celular;2;feb;75;1;1;Si
38;técnico;Casado;Secundaria;Si;20;no;no;Celular;2;feb;147;1;0;Si
22;estudiante;Soltero;Secundaria;Si;148;no;no;Celular;2;feb;928;1;0;Si
55;Administrador;divorciado;Secundaria;Si;446;no;no;Celular;2;feb;159;1;0;Si
48;servicios;Casado;Secundaria;Si;1555;no;no;Celular;2;feb;121;1;0;Si
50;admin.;Casado;Secundaria;Si;-185;no;no;Celular;2;feb;97;1;0;Si
48;obrero;Soltero;Secundaria;Si;-269;no;no;Celular;2;feb;167;1;3;Si
46;servicios;divorciado;Secundaria;Si;-179;no;no;Celular;2;feb;151;1;2;Si
53;Administrador;Casado;Secundaria;Si;-264;no;Si;Celular;2;feb;150;1;0;Si
62;Jubilado;Casado;Secundaria;Si;1495;no;no;Celular;2;feb;265;1;0;Si
40;Administrador;Casado;Secundaria;Si;572;no;no;Celular;2;feb;133;3;2;Si
47;técnico;divorciado;Secundaria;Si;129;no;no;Celular;2;feb;110;2;2;Si
36;servicios;Casado;Secundaria;Si;812;Si;Si;Celular;2;feb;138;2;0;Si
29;técnico;Soltero;Secundaria;Si;2325;no;no;Celular;2;feb;125;1;0;Si
37;servicios;Soltero;Secundaria;Si;21;Si;no;Celular;2;feb;96;1;2;Si
39;admin.;divorciado;Secundaria;Si;7;Si;no;Celular;2;feb;550;1;0;Si
26;Administrador;Soltero;Secundaria;Si;212;no;no;Celular;2;feb;62;1;0;Si
38;obrero;Casado;Secundaria;Si;757;Si;no;Celular;2;feb;133;1;1;Si
38;Administrador;Casado;Secundaria;Si;1198;Si;no;Celular;2;feb;63;1;0;Si
56;servicios;divorciado;Secundaria;Si;218;Si;no;Celular;2;feb;113;2;2;Si
37;obrero;Casado;Secundaria;Si;520;Si;no;Celular;2;feb;54;1;2;Si
47;Administrador;Soltero;Secundaria;Si;86;no;no;Celular;2;feb;1086;1;0;Si
31;técnico;Soltero;Secundaria;Si;118;no;no;Celular;2;feb;50;1;0;Si
55;Empleada Hogar;Casado;Secundaria;Si;5;no;no;Celular;2;feb;269;1;2;Si
36;admin.;Casado;Secundaria;Si;-206;Si;no;Celular;2;feb;122;1;0;Si
50;desempleado;divorciado;Secundaria;Si;1088;no;no;Celular;2;feb;749;1;0;Si
45;admin.;Casado;Secundaria;Si;1097;Si;Si;Celular;2;feb;174;1;1;Si
39;obrero;Casado;Secundaria;Si;0;no;no;Celular;2;feb;731;1;3;Si
40;admin.;Casado;Secundaria;Si;5;no;no;Celular;2;feb;174;1;0;Si
55;Administrador;divorciado;Secundaria;Si;347;Si;no;Celular;2;feb;115;1;0;Si
42;admin.;divorciado;Secundaria;Si;814;Si;no;Celular;2;feb;326;5;0;Si
52;técnico;Casado;Secundaria;Si;279;no;Si;Celular;2;feb;72;1;3;Si
36;obrero;Soltero;Secundaria;Si;367;no;no;Celular;2;feb;217;1;1;Si
34;Administrador;Casado;Secundaria;Si;0;no;no;Celular;2;feb;270;1;0;Si
28;admin.;Soltero;Secundaria;Si;53;no;no;Celular;2;feb;67;1;0;Si
